bclist
Biochemistry reactions objects:
uuid	modDate	locked	id	name	abbreviation	cksum	equation	deltaG	deltaGErr	reversibility	thermoReversibility	defaultProtons	compartment_uuid	defaultTransproton
1ACC8B96-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:05	0	rxn82721	FATB (FATTY ACYL-ACP THIOESTERASES B)/acyl carrier/ acyl-ACP thioesterase	R08157_c	''	(-1) cpd81667 + (-1) cpd82665 <=> cpd81221 + cpd82366	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1ACDEBEE-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:05	0	rxn82722	FATB (FATTY ACYL-ACP THIOESTERASES B)/acyl carrier/ acyl-ACP thioesterase	R08158_c	''	(-1) cpd81772 + (-1) cpd82665 <=> cpd81221 + cpd82181	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1ACF43FE-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:05	0	rxn82723	FATB (FATTY ACYL-ACP THIOESTERASES B)/acyl carrier/ acyl-ACP thioesterase	R08159_c	''	(-1) cpd81923 + (-1) cpd82665 <=> cpd81161 + cpd81221	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1AD09B5A-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:05	0	rxn82724	L-tryptophan,NADPH:oxygen oxidoreductase (N-hydroxylating, decarboxylating)	R08160_c	''	(-1) cpd81349 + (-1) cpd81989 + (-1) cpd82637 <=> cpd82505 + cpd82508 + cpd82665 + cpd82694 + cpd82742	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1AD3156A-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:05	0	rxn82725	acyl-(acyl-carrier-protein) desaturase, putative or acyl-[acyl-carrier-protein] desaturase	R08161_c	''	(-1) cpd81167 + (-1) cpd81989 + (-1) cpd82447 <=> cpd81541 + cpd81959 + (2) cpd82665	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1AD4F042-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:05	0	rxn82726	FATTY ACYL-ACP THIOESTERASES B or ARABIDOPSIS FATA ACYL-ACP THIOESTERASE	R08162_c	''	(-1) cpd81959 + (-1) cpd82665 <=> cpd81221 + cpd82105	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1AD6451E-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:05	0	rxn82727	FATTY ACYL-ACP THIOESTERASES B or ARABIDOPSIS FATA ACYL-ACP THIOESTERASE	R08163_c	''	(-1) cpd82547 + (-1) cpd82665 <=> cpd81221 + cpd82076	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1AD79A5E-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:05	0	rxn82728	UDP-glucose:N-hydroxy-2-phenylethanethioamide	R08164_c	''	(-1) cpd81371 + (-1) cpd82308 <=> cpd81604 + cpd82185	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1AD8F12E-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:05	0	rxn82729	2-oxoglutarate decarboxylase/ hydro-lyase/ magnesium ion binding / thiamin pyrophosphate binding	R08165_c	''	(-1) cpd81669 + (-1) cpd82474 <=> cpd81656 + cpd82694	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1ADA4196-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:05	0	rxn82730	acyl-CoA thioesterase family protein	R08174_c	''	(-1) cpd82365 + (-1) cpd82665 <=> cpd81991 + cpd82076	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1ADB8A88-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:05	0	rxn82731	acyl-CoA thioesterase family protein	R08175_c	''	(-1) cpd82115 + (-1) cpd82665 <=> cpd81991 + cpd82567	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1ADCDDC0-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:05	0	rxn82732	acyl-CoA thioesterase family protein	R08176_c	''	(-1) cpd81707 + (-1) cpd82665 <=> cpd81991 + cpd82660	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1ADE2B58-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:05	0	rxn82733	acyl-CoA thioesterase family protein	R08177_c	''	(-1) cpd82095 + (-1) cpd82665 <=> cpd81991 + cpd82302	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1ADF7364-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:05	0	rxn82734	acyl-CoA thioesterase family protein	R08178_c	''	(-1) cpd81874 + (-1) cpd82665 <=> cpd81991 + cpd82781	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1AE0BDE6-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:05	0	rxn82735	acyl-CoA thioesterase family protein	R08179_c	''	(-1) cpd82665 + (-1) cpd82684 <=> cpd81561 + cpd81991	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1AE208F4-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:05	0	rxn82736	acyl-CoA thioesterase family protein	R08180_c	''	(-1) cpd82208 + (-1) cpd82665 <=> cpd81151 + cpd81991	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1AE35952-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:05	0	rxn82737	acyl-CoA thioesterase family protein	R08181_c	''	(-1) cpd82155 + (-1) cpd82665 <=> cpd81380 + cpd81991	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1AE49B78-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:05	0	rxn82738	acyl-CoA thioesterase family protein	R08182_c	''	(-1) cpd82665 + (-1) cpd82857 <=> cpd81991 + cpd82607	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1AE5E0DC-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:05	0	rxn82739	acyl-CoA thioesterase family protein	R08183_c	''	(-1) cpd81750 + (-1) cpd82665 <=> cpd81991 + cpd82664	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1AE724F6-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:05	0	rxn82740	acyl-CoA thioesterase family protein	R08184_c	''	(-1) cpd82661 + (-1) cpd82665 <=> cpd81991 + cpd82122	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1AE86DAC-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:05	0	rxn82741	acyl-CoA thioesterase family protein	R08185_c	''	(-1) cpd82173 + (-1) cpd82665 <=> cpd81991 + cpd82753	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1AE9BDA6-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:05	0	rxn82742	acyl-CoA thioesterase family protein	R08186_c	''	(-1) cpd81630 + (-1) cpd82665 <=> cpd81189 + cpd81991	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1AEB2650-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:05	0	rxn82743	acyl-CoA thioesterase family protein	R08187_c	''	(-1) cpd82594 + (-1) cpd82665 <=> cpd81991 + cpd82634	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1AEC6A60-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:05	0	rxn82744	acyl-CoA thioesterase family protein	R08188_c	''	(-1) cpd81885 + (-1) cpd82665 <=> cpd81991 + cpd82011	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1AEDB230-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:05	0	rxn82745	acyl-CoA thioesterase family protein	R08189_c	''	(-1) cpd81879 + (-1) cpd82665 <=> cpd81295 + cpd81991	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1AEEFD8E-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:05	0	rxn82746	acyl-CoA thioesterase family protein	R08190_c	''	(-1) cpd82037 + (-1) cpd82665 <=> cpd81991 + cpd82619	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1AF04AB8-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:05	0	rxn82747	acyl-CoA thioesterase family protein	R08191_c	''	(-1) cpd82659 + (-1) cpd82665 <=> cpd81991 + cpd82387	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1AF19260-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:05	0	rxn82748	acyl-CoA thioesterase family protein	R08192_c	''	(-1) cpd82256 + (-1) cpd82665 <=> cpd81991 + cpd82041	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1AF2DB70-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:05	0	rxn82749	DRT101 (DNA-DAMAGE-REPAIR/TOLERATION 101); intramolecular transferase, phosphotransferases	R08193_c	''	(-1) cpd81142 <=> cpd82518	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1AF3AC44-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:05	0	rxn82750	UDP-glucose:N-hydroxy-2-phenylethanethioamide	R08203_c	''	(-1) cpd81349 + (-1) cpd81547 + (-1) cpd81989 + (-1) cpd82443 <=> cpd82665 + cpd82699 + cpd82742	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1AF5CDDA-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82751	UDP-glucose:N-hydroxy-2-phenylethanethioamide	R08204_c	''	(-1) cpd81349 + (-1) cpd81547 + (-1) cpd81989 + (-1) cpd82699 <=> cpd81281 + (2) cpd82665 + cpd82742	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1AF7E8E0-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82752	L-serine:tRNASec ligase (AMP-forming)	R08218_c	''	(-1) cpd81370 + (-1) cpd81679 + (-1) cpd82624 <=> cpd81479 + cpd82372 + cpd82376 + (2) cpd82508	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1AF9FE3C-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82753	CDA1 (CYTIDINE DEAMINASE 1)	R08221_c	''	(-1) cpd81529 + (-1) cpd82665 <=> cpd81136 + cpd81362	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1AFB3E78-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82754	dihydropyrimidinase / DHPase / dihydropyrimidine amidohydrolase / hydantoinase (PYD2)	R08227_c	''	(-1) cpd82665 + (-1) cpd82808 <=> cpd81801	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1AFC46EC-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82755	BETA-UP (BETA-UREIDOPROPIONASE); beta-ureidopropionase	R08228_c	''	(-1) cpd81801 + (-1) cpd82665 <=> cpd81362 + cpd82218 + cpd82694	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1AFDC86E-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82756	uridine 5'-monophosphate synthase / UMP synthase (PYRE-F) (UMPS)	R08231_c	''	(-1) cpd81964 + (-1) cpd82147 <=> cpd82299 + cpd82376	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1AFF2286-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82757	thymidine kinase, putative	R08233_c	''	(-1) cpd81370 + (-1) cpd82268 <=> cpd81434 + cpd82508	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B008202-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82758	ATXDH1 (XANTHINE DEHYDROGENASE 1); xanthine dehydrogenase	R08235_c	''	(-2) cpd81989 + (-1) cpd82536 + (-2) cpd82665 <=> cpd82154 + (2) cpd82423	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B020ECE-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82759	phosphoribosyltransferase family protein	R08237_c	''	(-1) cpd81964 + (-1) cpd82536 <=> cpd81685 + cpd82376	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B035306-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82760	phosphoribosyltransferase family protein	R08238_c	''	(-1) cpd81394 + (-1) cpd81964 <=> cpd82376 + cpd82409	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B04A3A0-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82761	inosine-5'-monophosphate dehydrogenase, putative or inosine-5'-monophosphate dehydrogenase	R08240_c	''	(-1) cpd81685 + (-1) cpd82149 + (-1) cpd82665 <=> cpd81154 + cpd81547 + cpd82123	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B067072-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82762	inosine triphosphate pyrophosphatase, putative / HAM1 family protein	R08243_c	''	(-1) cpd81799 + (-1) cpd82665 <=> cpd81685 + cpd82376	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B07BDBA-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82763	GMP synthase (glutamine-hydrolyzing), putative / glutamine amidotransferase, putative	R08244_c	''	(-1) cpd81154 + (-1) cpd81370 + (-1) cpd81458 + (-1) cpd82665 <=> cpd81915 + cpd82372 + cpd82376 + cpd82663	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B0A64FC-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82764	phosphoribosyltransferase family protein	R08245_c	''	(-1) cpd81156 + (-1) cpd81964 <=> cpd81915 + cpd82376	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B0DAC84-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82765	flavin-containing monooxygenase family protein / FMO family protein	R08266_c	''	(-1) cpd81102 + (-1) cpd81349 + (-1) cpd81547 + (-1) cpd81989 <=> cpd82081 + cpd82665 + cpd82742	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B0FD36A-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82766	acyl-CoA thioesterase family protein	R08273_c	''	(-1) cpd82665 + (-1) cpd82682 <=> cpd81991 + cpd82674	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B1119FA-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82767	GLUTATHIONE S-TRANSFERASE 11 or Arabidopsis thaliana Glutathione S-transferase (class phi) 5 or GLUTATHIONE S-TRANSFERASE 31 or microsomal glutathione s-transferase, putative or GLUTATHIONE S-TRANSFERASE 16 or GLUTATHIONE S-TRANSFERASE 24 or GLUTATHIONE S	R08280_c	''	(-1) cpd81539 + (-1) cpd81576 <=> cpd82665 + cpd82692	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B126652-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82768	Alcohol dehydrogenase-like 1 or Alcohol dehydrogenase-like 2 or Alcohol dehydrogenase-like 4 or Alcohol dehydrogenase-like 7 or Alcohol dehydrogenase class-3	R08281_c	''	(-1) cpd81547 + (-1) cpd81576 + (-1) cpd82123 <=> cpd82149 + cpd82730	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B144058-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82769	Alcohol dehydrogenase-like 1 or Alcohol dehydrogenase-like 2 or Alcohol dehydrogenase-like 4 or Alcohol dehydrogenase-like 7 or Alcohol dehydrogenase class-3	R08306_c	''	(-1) cpd81355 + (-1) cpd82149 <=> cpd81547 + cpd82123 + cpd82348	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B15F6BE-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82770	Alcohol dehydrogenase-like 1 or Alcohol dehydrogenase-like 2 or Alcohol dehydrogenase-like 4 or Alcohol dehydrogenase-like 7 or Alcohol dehydrogenase class-3	R08310_c	''	(-1) cpd82066 + (-1) cpd82149 <=> cpd81547 + cpd82047 + cpd82123	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B17C19C-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82771	Spermidine synthase 1 or Spermidine synthase 2 	R08359_c	''	(-1) cpd81462 + (-1) cpd81961 <=> cpd81342 + cpd81410	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B192564-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82772	Ribonucleoside-diphosphate reductase large subunit and Ribonucleoside-diphosphate reductase small chain A and Ribonucleoside-diphosphate reductase small chain C 	R08363_c	''	(-1) cpd81247 + (-1) cpd81441 <=> cpd82038 + cpd82049 + cpd82665	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B1AB50A-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82773	Ribonucleoside-diphosphate reductase large subunit and Ribonucleoside-diphosphate reductase small chain A and Ribonucleoside-diphosphate reductase small chain C 	R08364_c	''	(-1) cpd81441 + (-1) cpd82177 <=> cpd82049 + cpd82665 + cpd82740	10000000	10000000	>	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B1C455A-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82774	short-chain dehydrogenase/reductase (SDR) family protein	R08379_c	''	(-1) cpd82687 + (-1) cpd82742 <=> cpd81253 + cpd81349 + cpd81547	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B1DD726-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82775	short-chain dehydrogenase/reductase (SDR) family protein	R08383_c	''	(-1) cpd81198 + (-1) cpd82742 <=> cpd81349 + cpd81547 + cpd82008	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B1F65FA-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82776	S-Adenosyl-L-methionine:2-(3-carboxy-3-aminopropyl)-L-histidine methyltransferase	R08469_c	''	(-1) cpd81958 + (-1) cpd82094 <=> cpd81345 + cpd82216	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B20C26A-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82777	2-Oxoglutarate dehydrogenase complex	R08549_c	''	(-1) cpd81669 + (-1) cpd81991 + (-1) cpd82149 <=> cpd82123 + cpd82445 + cpd82694	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B22937E-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82778	R08558_c	R08558_c	''	(-1) cpd81303 + (-1) cpd82742 <=> cpd81349 + cpd81721 + cpd82508	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B24257C-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82779	parathion oxidoreductase	R08579_c	''	(-1) cpd82097 <=> cpd82329	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B24EC8C-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82780	R08589_c	R08589_c	''	(-12) cpd81453 <=> (25) cpd81547 + (14) cpd82571	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B2602E8-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82781	tryptamine,NADPH:oxygen oxidoreductase (N-hydroxylating)	R08604_c	''	(-1) cpd81349 + (-1) cpd81989 + (-1) cpd82006 <=> cpd81512 + cpd82665 + cpd82742	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B27D618-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82782	N-hydroxyl-tryptamine oxidoreductase	R08605_c	''	(-1) cpd81512 <=> cpd82505	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B289A26-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82783	R08609_c	R08609_c	''	(-1) cpd82321 + (-1) cpd82508 <=> cpd82000	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B29A006-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82784	L-methionine:2-oxo-acid aminotransferase; L-alpha-Amino acid transaminases:using miscellaneous 2-oxo acids/L-alpha-amino acids	R08618_c	''	(-1) cpd81549 + (-1) cpd82795 <=> cpd81731 + cpd82196	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B2AF334-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82785	UDP-glucose:p-hydroxyphenylacetothiohydroximate	R08661_c	''	(-1) cpd81246 + (-1) cpd82308 <=> cpd82185 + cpd82574	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B2C47FC-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82786	UDP-glucose:4-methylthiobutylthiohydroximate	R08668_c	''	(-1) cpd82137 + (-1) cpd82308 <=> cpd81135 + cpd82185	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B2D94A4-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82787	UDP-glucose:thiohydroximate S-beta-D-glucosyltransferase	R08687_c	''	(-1) cpd81478 + (-1) cpd82308 <=> cpd81573 + cpd82185	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B2EE20A-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82788	trans,trans-farnesyl-diphosphate diphosphate-lyase [cyclizing,	R08691_c	''	(-1) cpd81216 <=> cpd81451 + cpd82376	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B2FFDD4-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82789	(2E,6E)-farnesyl-diphosphate diphosphate-lyase	R08695_c	''	(-1) cpd81216 <=> cpd81774 + cpd82376	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B31120A-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82790	(2E,6E)-farnesyl-diphosphate diphosphate-lyase	R08696_c	''	(-1) cpd81216 <=> cpd82163 + cpd82376	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B3219B6-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82791	N-linked-glycopeptide-(N-acetyl-beta-D-glucosaminyl)-L-asparagine amidohydrolase	R08707_c	''	(-1) cpd82468 + (-1) cpd82665 <=> cpd82107 + cpd82508 + cpd82595	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B33BAE6-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82792	putrescine:pyruvate aminotransferase	R08714_c	''	(-1) cpd81726 + (-1) cpd82112 <=> cpd81128 + cpd81728	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B350BA8-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82793	trans,trans,cis-geranylgeranyl-diphosphate:isopentenyl-diphosphate geranylgeranylcistransferase; geranylneryl-diphosphate:isopentenyl-diphosphate geranylnerylcistransferase	R08748_c	''	(-1) cpd81557 + (-1) cpd82768 <=> cpd82188 + cpd82376	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B366480-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82794	ditrans,dicis-pentaprenyl-diphosphate:isopentenyl-diphosphate pentaprenylcistransferase	R08749_c	''	(-1) cpd81557 + (-1) cpd82188 <=> cpd81346 + cpd82376	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B37AC1E-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82795	ditrans,tricis-hexaprenyl-diphosphate:isopentenyl-diphosphate hexaprenylcistransferase	R08750_c	''	(-1) cpd81346 + (-1) cpd81557 <=> cpd81163 + cpd82376	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B38FE7A-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82796	ditrans,tetracis-heptaprenyl-diphosphate:isopentenyl-diphosphate heptaprenylcistransferase	R08751_c	''	(-1) cpd81163 + (-1) cpd81557 <=> cpd81950 + cpd82376	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B3A40C8-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82797	ditrans,pentacis-octaprenyl-diphosphate:isopentenyl-diphosphate octaprenylcistransferase	R08752_c	''	(-1) cpd81557 + (-1) cpd81950 <=> cpd82376 + cpd82542	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B3B94A0-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82798	ditrans,hexacis-nonaprenyl-diphosphate:isopentenyl-diphosphate nonaprenylcistransferase	R08753_c	''	(-1) cpd81557 + (-1) cpd82542 <=> cpd81697 + cpd82376	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
1B3CE5C6-5E60-11E1-9EC2-C7374BC191FA	2012-02-23 20:51:06	0	rxn82799	3-(4-hydroxyphenyl)lactate hydro-lyase (4-coumarate-forming)	R08766_c	''	(-1) cpd81935 <=> cpd82665 + cpd82787	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
